,PAGE_ID,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,universe,UNIVERSE
1093,26901,Charles Rider (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,34,Sep-76,1976.0,,MARVEL
1094,1641,Richard Deacon (Earth-616),Secret Identity,Neutral Characters,Red Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,34,Nov-76,1976.0,,MARVEL
1095,1547,Ziran (Earth-616),,Neutral Characters,,,,Heterosexual Character,Living Characters,34,Dec-77,1977.0,,MARVEL
1096,494899,Cilicia (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Heterosexual Character,Living Characters,34,Sep-79,1979.0,,MARVEL
1097,2479,Davida DeVito (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,34,Aug-79,1979.0,,MARVEL
1098,22363,Erica Sondheim (Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,34,Mar-79,1979.0,,MARVEL
1099,2092,Karlin Malus (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,34,Sep-80,1980.0,,MARVEL
1100,2107,Margali Szardos (Earth-616),Secret Identity,,Blue Eyes,Grey Hair,Female Characters,Heterosexual Character,Living Characters,34,Nov-80,1980.0,,MARVEL
1101,44825,Nguyen Ngoc Coy (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,34,Dec-80,1980.0,,MARVEL
1102,1259,Raoul Bushman (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,34,Nov-80,1980.0,,MARVEL
1103,2609,Stick (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,34,Nov-81,1981.0,,MARVEL
1104,5649,Scourge (Delazny) (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Deceased Characters,34,May-85,1985.0,,MARVEL
1105,11832,Quicksand (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Female Characters,Heterosexual Character,Living Characters,34,Jun-88,1988.0,,MARVEL
1106,17016,Val Ventura (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,34,Jul-89,1989.0,,MARVEL
1107,437753,Doug Powell (Earth-616),,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,34,Jun-90,1990.0,,MARVEL
1108,111303,Amy Chen (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,34,Jul-92,1992.0,,MARVEL
1109,130082,Brendan Rathcoole (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,34,Jun-92,1992.0,,MARVEL
1110,16067,Lynn Michaels (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,34,Sep-92,1992.0,,MARVEL
1111,16598,Tigon Liger (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,34,Jun-92,1992.0,,MARVEL
1112,92171,Suzi Endo (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,34,Dec-94,1994.0,,MARVEL
1113,78887,Jessica Carradine (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,34,May-96,1996.0,,MARVEL
1114,16452,Nicholas Gleason (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,34,Oct-02,2002.0,,MARVEL
1115,194000,Barack Obama (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,34,Mar-09,2009.0,,MARVEL
1116,388247,Victor Alvarez (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,34,Nov-09,2009.0,,MARVEL
1117,509976,Grady Scraps (Earth-616),Public Identity,Neutral Characters,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,34,Jan-11,2011.0,,MARVEL
1118,17489,Francesca Grace (Earth-616),Secret Identity,,Black Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,34,,,,MARVEL
1119,241531,Matt Slade (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,33,May-56,1956.0,,MARVEL
1120,7990,Joseph Hogan (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,33,Aug-62,1962.0,,MARVEL
1121,18853,Barney Bushkin (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual Character,Living Characters,33,Aug-65,1965.0,,MARVEL
1122,2122,Master Mold (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,33,Dec-65,1965.0,,MARVEL
1123,1590,Quasi-Motivational Destruct Organism (Earth-616),,Bad Characters,White Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,33,Nov-66,1966.0,,MARVEL
1124,2694,Mangog (Earth-616),,Bad Characters,Brown Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,33,Jul-68,1968.0,,MARVEL
1125,1104,Arkon (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,33,Apr-70,1970.0,,MARVEL
1126,88647,Ebony (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,,Heterosexual Character,Living Characters,33,Jan-70,1970.0,,MARVEL
1127,2651,Jonas Harrow (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,Heterosexual Character,Deceased Characters,33,Nov-72,1972.0,,MARVEL
1128,8854,Vincent Stegron (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,33,Mar-74,1974.0,,MARVEL
1129,1839,Albert Potter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,33,Oct-76,1976.0,,MARVEL
1130,1436,Archibald Dyker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,33,Nov-76,1976.0,,MARVEL
1131,2453,Drew Daniels (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,33,Dec-76,1976.0,,MARVEL
1132,1447,Douglas Birely (Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,33,Nov-77,1977.0,,MARVEL
1133,53313,Godzilla (Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,33,Aug-77,1977.0,,MARVEL
1134,1997,Jackson Arvad (Earth-616),Public Identity,Neutral Characters,White Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,33,Apr-77,1977.0,,MARVEL
1135,518369,John Clayton (Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,33,Jun-77,1977.0,,MARVEL
1136,5560,Julia Koenig (Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,33,May-77,1977.0,,MARVEL
1137,5376,Sergei Krylov (Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,Heterosexual Character,Living Characters,33,Oct-77,1977.0,,MARVEL
1138,18600,Morris Walters (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,33,Mar-80,1980.0,,MARVEL
1139,2366,Jennifer Stavros (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,33,Jun-84,1984.0,,MARVEL
1140,1949,Colin McKay (Earth-616),Secret Identity,Good Characters,Red Eyes,Orange Hair,Male Characters,Heterosexual Character,Living Characters,33,Nov-88,1988.0,,MARVEL
1141,4857,Kathleen Neville (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,33,Nov-89,1989.0,,MARVEL
1142,37416,Julius Rassitano (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,33,Nov-90,1990.0,,MARVEL
1143,86446,Atalanta (Pantheon) (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,33,Mar-91,1991.0,,MARVEL
1144,522992,Karl Striklan (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,33,May-91,1991.0,,MARVEL
1145,12811,Caretaker (Blood) (Earth-616),Secret Identity,,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,33,Aug-92,1992.0,,MARVEL
1146,2191,Morg (Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,Heterosexual Character,Deceased Characters,33,Aug-92,1992.0,,MARVEL
1147,6696,Victoria Montesi (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Homosexual Characters,Living Characters,33,Oct-92,1992.0,,MARVEL
1148,27569,Kevin Trench (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,33,Feb-93,1993.0,,MARVEL
1149,1875,Jack Harrison (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,33,Dec-94,1994.0,,MARVEL
1150,19623,Alyssa Moy (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,33,May-98,1998.0,,MARVEL
1151,57193,Malcolm Colcord (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,33,Mar-01,2001.0,,MARVEL
1152,14481,Alex Wilder (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,33,Jul-03,2003.0,,MARVEL
1153,37614,Carmilla Black (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,33,Jun-05,2005.0,,MARVEL
1154,23853,Xavin (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Genderfluid Characters,Genderfluid Characters,Living Characters,33,Oct-05,2005.0,,MARVEL
1155,46824,Predator X (Earth-616),Secret Identity,Bad Characters,Silver Eyes,No Hair,,Heterosexual Character,Living Characters,33,Mar-07,2007.0,,MARVEL
1156,241865,Anastasia Kravinoff (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,33,Sep-08,2008.0,,MARVEL
1157,164843,Ezekiel Stane (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,33,Apr-08,2008.0,,MARVEL
1158,1771,Alistaire Smythe (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,33,,,,MARVEL
1159,8904,Ho Yinsen (Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Mar-63,1963.0,,MARVEL
1160,7995,Living Brain (Earth-616),,Neutral Characters,Yellow Eyes,No Hair,Agender Characters,Heterosexual Character,Living Characters,32,Jan-64,1964.0,,MARVEL
1161,14802,Carter Slade (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Feb-67,1967.0,,MARVEL
1162,304615,Jay Little Bear (Earth-616),Public Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,32,Jan-68,1968.0,,MARVEL
1163,1414,Phillip Sterling (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Apr-68,1968.0,,MARVEL
1164,7427,Lawrence Cranston (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,32,Jun-72,1972.0,,MARVEL
1165,1927,Erik Killmonger (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Sep-73,1973.0,,MARVEL
1166,14850,Integral Synaptic Anti-Anionic Computer (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Heterosexual Character,Living Characters,32,Feb-73,1973.0,,MARVEL
1167,1553,Zzzax (Earth-616),Public Identity,Bad Characters,,No Hair,,Heterosexual Character,Living Characters,32,Aug-73,1973.0,,MARVEL
1168,1580,James Montgomery Falsworth (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Jul-76,1976.0,,MARVEL
1169,50082,Samuels (Earth-616),Public Identity,,,White Hair,Male Characters,Heterosexual Character,Living Characters,32,Jun-76,1976.0,,MARVEL
1170,2478,Titan (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Oct-77,1977.0,,MARVEL
1171,242234,Hugin (Earth-616),,Good Characters,Black Eyes,,Male Characters,Heterosexual Character,Living Characters,32,Aug-78,1978.0,,MARVEL
1172,70472,Steve Jackson (Earth-616),,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Dec-79,1979.0,,MARVEL
1173,11961,James Jaspers (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,32,Sep-83,1983.0,,MARVEL
1174,1034,Adversary (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,32,Dec-84,1984.0,,MARVEL
1175,248777,Gunnhild (Earth-616),,Good Characters,,Red Hair,Female Characters,Heterosexual Character,Living Characters,32,Dec-84,1984.0,,MARVEL
1176,1303,Sharon Smith (Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Female Characters,Heterosexual Character,Deceased Characters,32,Jun-84,1984.0,,MARVEL
1177,1224,Bonebreaker (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Living Characters,32,May-88,1988.0,,MARVEL
1178,52000,Craig Hollis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,32,Jul-89,1989.0,,MARVEL
1179,45103,Network Nina (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,32,Oct-89,1989.0,,MARVEL
1180,129901,Bronwen Gryffn (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,32,Jun-92,1992.0,,MARVEL
1181,19571,Mickey Fondozzi (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,32,Mar-92,1992.0,,MARVEL
1182,16516,Brent Jackson (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,32,Jun-01,2001.0,,MARVEL
1183,8857,Morlun (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,32,Jun-01,2001.0,,MARVEL
1184,9055,Dee Milo (Earth-616),Public Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,32,Sep-02,2002.0,,MARVEL
1185,177572,Alice Hayes (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Heterosexual Character,Deceased Characters,32,Jul-03,2003.0,,MARVEL
1186,62620,Caiera (Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,32,Apr-06,2006.0,,MARVEL
1187,267572,Hiro-Kala (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,32,Sep-08,2008.0,,MARVEL
1188,102954,Kelda (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,32,Feb-08,2008.0,,MARVEL
1189,332730,Sasha Hammer (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,32,Jul-08,2008.0,,MARVEL
1190,234660,Sebastian Druid (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,32,Jul-08,2008.0,,MARVEL
1191,432264,June Covington (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,32,Jan-11,2011.0,,MARVEL
1192,509983,Uatu Jackson (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,32,Jan-11,2011.0,,MARVEL
1193,237322,David Rand (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,31,Oct-39,1939.0,,MARVEL
1194,12786,Electro (Robot) (Earth-616),,Good Characters,,No Hair,,Heterosexual Character,Living Characters,31,Feb-40,1940.0,,MARVEL
1195,7996,Doris Evans (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Heterosexual Character,Living Characters,31,Oct-63,1963.0,,MARVEL
1196,8799,Bennett Brant (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,31,Apr-64,1964.0,,MARVEL
1197,1698,Geirrodur (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,31,Feb-64,1964.0,,MARVEL
1198,68766,Simon Savage (Earth-616),Public Identity,,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,31,Sep-64,1964.0,,MARVEL
1199,2340,Alexi Shostakov (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,31,Aug-67,1967.0,,MARVEL
1200,9644,Maris Morlak (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,Heterosexual Character,Deceased Characters,31,Sep-67,1967.0,,MARVEL
1201,478133,Ridondo (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-71,1971.0,,MARVEL
1202,13090,Samantha Parrington (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,31,Aug-71,1971.0,,MARVEL
1203,1711,Martin Blank (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,31,Jul-72,1972.0,,MARVEL
1204,35501,Bernie Dillon (Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,Heterosexual Character,Living Characters,31,Sep-76,1976.0,,MARVEL
1205,100160,Gammenon (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,Heterosexual Character,Living Characters,31,Oct-76,1976.0,,MARVEL
1206,1485,Druig (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,31,May-77,1977.0,,MARVEL
1207,3842,Peter van Zante (Earth-616),Public Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,31,Apr-77,1977.0,,MARVEL
1208,14616,Slaymaster (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,31,Oct-77,1977.0,,MARVEL
1209,165295,Yuriko Takiguchi (Earth-616),No Dual Identity,Neutral Characters,,White Hair,Male Characters,Heterosexual Character,Deceased Characters,31,Aug-77,1977.0,,MARVEL
1210,176612,Philip Chang (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,31,Sep-78,1978.0,,MARVEL
1211,64332,Steve Hopkins (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,31,Nov-79,1979.0,,MARVEL
1212,2549,Seth Voelker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-80,1980.0,,MARVEL
1213,2552,Sikorsky (Earth-616),Secret Identity,,Black Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,31,Apr-82,1982.0,,MARVEL
1214,1337,Cloud (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,31,Sep-83,1983.0,,MARVEL
1215,73211,Mortimer (Earth-616),,,,Grey Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-85,1985.0,,MARVEL
1216,15578,Beast (Demon) (Earth-616),,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,31,Aug-86,1986.0,,MARVEL
1217,25603,Jonathan Garrett (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,31,Sep-86,1986.0,,MARVEL
1218,19179,Duc No Tranh (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,31,Sep-88,1988.0,,MARVEL
1219,5351,Charles Little Sky (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-89,1989.0,,MARVEL
1220,4673,Jeff Wilde (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,31,Sep-89,1989.0,,MARVEL
1221,27300,Margarita Ruiz (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,31,Nov-90,1990.0,,MARVEL
1222,1648,Michael McCain (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,31,Feb-90,1990.0,,MARVEL
1223,7316,Stellaris (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,31,Jul-90,1990.0,,MARVEL
1224,1712,Gideon (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,31,Feb-91,1991.0,,MARVEL
1225,1620,Fatale (Earth-616),Secret Identity,Bad Characters,Green Eyes,,Female Characters,Heterosexual Character,Living Characters,31,Apr-93,1993.0,,MARVEL
1226,1512,Marius St. Croix (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,Heterosexual Character,Living Characters,31,Nov-94,1994.0,,MARVEL
1227,2619,Angelina Brancale (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,31,Jan-95,1995.0,,MARVEL
1228,1420,Delilah (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,31,Aug-96,1996.0,,MARVEL
1229,116839,William Walters (Earth-616),Public Identity,,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-96,1996.0,,MARVEL
1230,9537,Jared Corbo (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,31,Jul-97,1997.0,,MARVEL
1231,2075,Maggott (Japheth) (Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-97,1997.0,,MARVEL
1232,107339,Vincent Gonzales (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,31,Jun-07,2007.0,,MARVEL
1233,510063,Mar\u00eda Aracely Penalba (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,31,Mar-12,2012.0,,MARVEL
1234,581268,Isabel Kane (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,31,Feb-13,2013.0,,MARVEL
1235,5492,Bruce Dickson (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,30,Aug-40,1940.0,,MARVEL
1236,2148,Myraddin of Ruta (Earth-616),Secret Identity,Good Characters,Hazel Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,30,Mar-44,1944.0,,MARVEL
1237,240898,Tex Taylor (Earth-616),Public Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,30,Mar-48,1948.0,,MARVEL
1238,1800,Adolf Hitler (Clone) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,30,Dec-63,1963.0,,MARVEL
1239,12413,Miklho (Earth-616),Public Identity,Bad Characters,Black Eyes,Orange Hair,Male Characters,Heterosexual Character,Deceased Characters,30,Apr-63,1963.0,,MARVEL
1240,1559,Ymir (Earth-616),No Dual Identity,Bad Characters,White Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,30,Oct-63,1963.0,,MARVEL
1241,18555,Zelda Kurtzberg (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Heterosexual Character,Living Characters,30,Sep-64,1964.0,,MARVEL
1242,3781,Jacob Fury (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,30,Aug-67,1967.0,,MARVEL
1243,478231,Brule (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,30,Jun-71,1971.0,,MARVEL
1244,300301,Saint (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,30,Mar-73,1973.0,,MARVEL
1245,1332,Chthon (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,30,Oct-75,1975.0,,MARVEL
1246,2022,Edward Lansky (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,30,Dec-76,1976.0,,MARVEL
1247,26902,Gloria Rider (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Heterosexual Character,Living Characters,30,Sep-76,1976.0,,MARVEL
1248,2227,Nightside (Earth-616),Secret Identity,Neutral Characters,White Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,30,Oct-77,1977.0,,MARVEL
1249,1685,Ord Zyonz (Earth-616),,,Purple Eyes,Grey Hair,Male Characters,Heterosexual Character,Living Characters,30,Mar-77,1977.0,,MARVEL
1250,15301,Sprite (Eternal) (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Deceased Characters,30,Mar-77,1977.0,,MARVEL
1251,2016,Helen Feliciano (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,30,Aug-79,1979.0,,MARVEL
1252,243891,Daniel Ridge Jr. (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,30,Mar-80,1980.0,,MARVEL
1253,1652,Aleytys Forrester (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Heterosexual Character,Living Characters,30,Mar-81,1981.0,,MARVEL
1254,20248,Andrea von Strucker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,30,Jun-85,1985.0,,MARVEL
